Churn_1_PREDICTION,Churn_0_PREDICTION,Churn_PREDICTION,THRESHOLD,POSITIVE_CLASS,DEPLOYMENT_APPROVAL_STATUS,Names,Age,Total_Purchase,Account_Manager,Years,Num_Sites,Onboard_date,Location,Company,Churn
0.4571724643,0.5428275357,0,0.5,1,APPROVED,Samantha Fisher,38.0,14693.45,1,7.01,10.0,2011-11-02 16:47:54,"961 Wright Plains Kimberlyborough, AL 59809","Morris, Owens and Sullivan",1
0.7981703948,0.2018296052,1,0.5,1,APPROVED,Monique Medina,49.0,15005.43,1,5.27,12.0,2012-07-27 00:30:18,"22013 Matthew Square Johnsonland, LA 27505-9242",Martin-Harris,1
0.6426422281,0.3573577719,1,0.5,1,APPROVED,Nathan Gross,42.0,10276.33,1,6.54,11.0,2007-07-01 05:53:17,"1136 Beasley Mountains Apt. 622 Smithton, UT 09411-9465","Robinson, Brown and Stephens",1
0.9655592266,0.0344407734,1,0.5,1,APPROVED,Douglas Joseph,44.0,8474.11,0,6.61,14.0,2012-10-01 08:10:23,Unit 9630 Box 8710 DPO AP 69319,Clark PLC,1
0.4198753888,0.5801246112,0,0.5,1,APPROVED,Elizabeth Moore,47.0,8235.74,1,6.2,10.0,2007-10-23 05:18:02,"582 Kimberly Lodge Apt. 082 East Victoriastad, NH 73555","Young, Porter and Hill",1
0.7927349121,0.2072650879,1,0.5,1,APPROVED,Adam Gomez,48.0,6495.01,1,5.57,12.0,2013-02-06 05:15:06,"2889 Coffey Parks Browningmouth, VT 14924-9744",Thompson Group,1
0.3375486648,0.6624513352,0,0.5,1,APPROVED,Timothy Harvey,45.0,8099.29,1,5.66,10.0,2008-06-10 14:07:44,"6596 Ronald Union West Courtney, ND 47185","Scott, Ward and Brown",1
0.308164413,0.691835587,0,0.5,1,APPROVED,Adam Strong,50.0,11775.75,1,4.83,10.0,2011-02-06 15:02:27,"33071 Melody Isle East Matthew, WV 08980-8853",Harvey-Mcdowell,1
0.3423596053,0.6576403947,0,0.5,1,APPROVED,Charles Whitney,39.0,8667.02,0,6.82,10.0,2009-10-23 10:27:41,"8006 Erin Pass Apt. 415 South Karen, LA 27331-0907",Christensen-Mccann,1
0.5698066289,0.4301933711,1,0.5,1,APPROVED,Lisa Davis,55.0,9000.31,1,6.78,10.0,2008-05-23 01:04:13,"PSC 5306, Box 1682 APO AP 03229",Obrien PLC,1
0.8364363031,0.1635636969,1,0.5,1,APPROVED,Jacob Escobar,50.0,14398.89,1,5.54,12.0,2007-11-13 17:10:55,"4182 Mercer Plains Apt. 624 New Lindsey, WA 84468",White-Dennis,1
0.5101104634,0.4898895366,1,0.5,1,APPROVED,Douglas Padilla,38.0,10863.05,1,5.59,11.0,2008-04-28 01:11:37,"063 Andrew Harbor New Kathleenbury, AR 48898",Martinez Ltd,1
0.6915782444,0.3084217556,1,0.5,1,APPROVED,Russell Bauer,38.0,7287.57,1,7.39,11.0,2007-04-22 06:22:27,"83221 Hendricks Highway Garciastad, OR 20046-4343",Chambers-Simmons,1
0.6816534668,0.3183465332,1,0.5,1,APPROVED,Jessica Horton,43.0,6992.09,1,6.84,11.0,2010-04-21 18:41:43,Unit 7652 Box 7117 DPO AP 06955-1878,Jackson Group,1
0.0065956407,0.9934043593,0,0.5,1,APPROVED,Alexis Hill,39.0,6351.79,0,5.86,6.0,2012-03-24 16:13:42,"335 Dyer Shoals Port Patricia, PR 84461-1647",Campbell and Sons,1
0.2802369756,0.7197630244,0,0.5,1,APPROVED,Heather Hickman,31.0,11297.57,1,6.23,10.0,2015-03-17 22:32:58,"7259 Brown Street Apt. 385 Monicaport, GU 05916-8374",Moore LLC,1
0.763631351,0.236368649,1,0.5,1,APPROVED,Steven Stevenson,52.0,7460.05,0,5.39,12.0,2013-10-17 21:48:30,"61756 Walls Ridges East James, IA 34568",George Inc,1
0.542343775,0.457656225,1,0.5,1,APPROVED,Hailey Sanchez,41.0,14429.41,1,5.51,11.0,2007-09-29 00:43:03,"78018 Ariana Crest Suite 467 North Tamara, IA 84527",Evans-Wagner,1
0.905182332,0.094817668,1,0.5,1,APPROVED,Randall Weber,34.0,12983.26,1,6.53,13.0,2007-10-14 20:54:33,"447 Lane Street Apt. 689 East Christopher, MI 80796","Torres, Villanueva and Velasquez",1
0.189676711,0.810323289,0,0.5,1,APPROVED,Anna Bryant,39.0,8801.86,1,4.43,10.0,2007-03-18 11:14:44,"30668 Isabella Freeway Suite 428 Lake Kellyhaven, MP 89074-5017",Bennett Inc,1
0.586345668,0.413654332,1,0.5,1,APPROVED,Robert Russo,58.0,9703.93,0,5.16,11.0,2010-03-02 16:11:39,"976 Thomas Garden Lake Chad, DC 12638-0139",Hanna-Leonard,1
0.6550676429,0.3449323571,1,0.5,1,APPROVED,Tara Burton,49.0,11177.08,0,4.44,12.0,2008-01-07 05:11:46,"713 William Loaf New Christopher, DC 71560-8742",Reed-Fields,1
0.589361053,0.410638947,1,0.5,1,APPROVED,Yvette Perry,41.0,8560.76,1,3.99,12.0,2015-05-09 18:48:03,"83457 Davis Flats Morachester, GU 52752",Moore and Sons,1
0.1274366027,0.8725633973,0,0.5,1,APPROVED,Michael Williams,35.0,15571.26,0,6.45,9.0,2011-12-02 20:13:49,"5728 Michael Rue Riosland, NY 38804-1415",Petty and Sons,0
0.0033522288,0.9966477712,0,0.5,1,APPROVED,Connie Golden,39.0,10268.87,1,3.68,6.0,2009-08-19 18:52:21,"3324 Gomez Knolls Suite 591 Farmerchester, LA 37647",Brown-Wagner,0
0.109409633,0.890590367,0,0.5,1,APPROVED,Seth Griffin,44.0,12328.03,1,4.6,9.0,2006-08-29 02:24:37,"9436 Warner Mill Suite 265 Port Kenneth, OH 00175-5756",Williams PLC,0
0.0128718948,0.9871281052,0,0.5,1,APPROVED,Rachel Cherry,52.0,9782.83,0,3.96,7.0,2012-04-17 10:47:29,"3479 Stewart Way Sandersside, ID 69317-8759","Bishop, Tran and Pope",0
0.0198026828,0.9801973172,0,0.5,1,APPROVED,Robert Sanders,29.0,9378.24,0,4.93,8.0,2015-08-06 22:29:28,"8199 Christopher Tunnel Suite 537 Warnerside, IN 29023-3624","White, Jones and Nelson",0
0.0558105584,0.9441894416,0,0.5,1,APPROVED,Chris Sutton,37.0,10314.67,1,5.86,8.0,2016-06-22 19:20:04,"858 Booth Points South Davidside, AZ 92136-1145",Collins Ltd,0
0.0073969773,0.9926030227,0,0.5,1,APPROVED,Kenneth Alexander,30.0,8403.78,1,4.13,7.0,2006-06-28 09:26:57,"032 Jorge Trail Apt. 091 Brianmouth, ID 23964",Torres Inc,0
0.0042934937,0.9957065063,0,0.5,1,APPROVED,Jason Taylor,46.0,5570.45,0,2.23,7.0,2012-05-01 06:20:54,"693 Kevin Groves Apt. 158 Debramouth, NV 73809","Moore, Nichols and Miller",0
0.0360217528,0.9639782472,0,0.5,1,APPROVED,Dennis Morgan,43.0,8042.76,0,4.95,8.0,2006-04-29 20:25:59,"00103 Jeffrey Crest Apt. 205 Padillaville, IA 90755","Barry, Jordan and Hall",0
0.2047759472,0.7952240528,0,0.5,1,APPROVED,Penny Perez,44.0,10309.15,1,6.35,9.0,2006-01-10 18:04:20,"725 Stephanie Springs Apt. 350 South Brianbury, MP 98006",Davis-Travis,0
0.1654286031,0.8345713969,0,0.5,1,APPROVED,Erin Gilbert,35.0,12357.31,0,5.03,10.0,2014-08-06 19:11:10,"7098 Vicki Lane Suite 339 South Dominic, NM 43022-5425","Ware, Williams and Hill",0
0.0259224743,0.9740775257,0,0.5,1,APPROVED,Sean Macias,47.0,11306.1,0,6.01,7.0,2006-07-02 23:47:33,"911 Kent Point Anthonytown, KS 47499",Jimenez Group,0
0.1161984038,0.8838015962,0,0.5,1,APPROVED,Christina Lewis,32.0,13630.93,0,4.38,10.0,2014-01-03 00:55:23,"273 Alexander Burg Suite 754 New Alexandrachester, DE 41261-1457","Thompson, Shelton and Pena",0
0.1226368204,0.8773631796,0,0.5,1,APPROVED,Lori Jackson,36.0,12284.58,1,5.7,9.0,2015-12-07 10:18:24,"19131 Robinson Mission Apt. 384 Smithview, AS 99303",Webb PLC,0
0.289386808,0.710613192,0,0.5,1,APPROVED,Mark Murray,39.0,8930.49,1,5.71,10.0,2014-12-10 09:22:09,"3444 Delgado Squares Apt. 967 Pageville, MI 59677",Lawson Inc,0
0.0628882285,0.9371117715,0,0.5,1,APPROVED,Dana Lewis,43.0,10578.14,0,1.87,10.0,2008-05-28 08:06:43,USNV Soto FPO AA 90235-3866,"Murphy, Park and Boyer",0
0.003404812,0.996595188,0,0.5,1,APPROVED,Dr. Michael Contreras,45.0,10364.82,0,5.93,5.0,2016-08-22 05:47:48,"53891 Paula Corners Apt. 946 West Michael, ME 42796-1668",Holt-Rogers,0
0.0262681318,0.9737318682,0,0.5,1,APPROVED,Rebecca Rasmussen,33.0,7750.54,1,4.57,8.0,2012-07-19 13:34:46,"PSC 2978, Box 1358 APO AP 49912-3876",Rodriguez-Flynn,0
0.1997537275,0.8002462725,0,0.5,1,APPROVED,Melanie Turner,48.0,10963.5,1,5.89,9.0,2008-03-07 10:48:28,"3987 Douglas Garden South Amanda, LA 99160-1676",Gates Ltd,0
0.3850856036,0.6149143964,0,0.5,1,APPROVED,Jeffery Ferguson,32.0,12547.91,0,7.78,10.0,2011-12-22 17:51:38,"1599 Rush Crescent Apt. 982 Bowmanchester, TX 33118-6129",Watts Ltd,0
0.0691096294,0.9308903706,0,0.5,1,APPROVED,Brenda Haley,41.0,14069.41,1,1.62,10.0,2010-10-14 07:46:45,USS Barr FPO AE 09092,Forbes LLC,0
0.0741985219,0.9258014781,0,0.5,1,APPROVED,William Taylor,44.0,9723.71,0,4.34,9.0,2012-06-30 10:01:56,"499 Contreras Estates Suite 640 Tylertown, NY 97261",Stewart Inc,0
0.0960823379,0.9039176621,0,0.5,1,APPROVED,William Lyons,43.0,6298.75,1,4.51,9.0,2015-03-26 00:41:27,"2758 Williams Heights Apt. 571 Colleenton, AK 36124-5765","Brown, Conner and Torres",0
0.0977669915,0.9022330085,0,0.5,1,APPROVED,Bobby Christian,35.0,12107.03,0,5.82,9.0,2011-03-12 07:37:55,"PSC 8568, Box 1611 APO AA 56585-0874","Freeman, Lam and Jenkins",0
0.0148631383,0.9851368617,0,0.5,1,APPROVED,Victoria Medina,43.0,11674.12,0,2.88,8.0,2012-10-24 02:46:36,"816 Jeremy Bridge Apt. 543 New Michelleville, VI 50678",Walters-Sanders,0
0.0762757569,0.9237242431,0,0.5,1,APPROVED,William Haney,56.0,12502.81,0,5.47,8.0,2007-08-09 17:54:53,"143 Andrea Flat Lake Michael, ID 33149","Powell, Erickson and Rush",0
0.0259817005,0.9740182995,0,0.5,1,APPROVED,Alan Gray,29.0,9617.59,0,5.49,8.0,2013-02-19 03:23:16,"9278 Jenna Ways Apt. 628 West Ryan, AZ 06819-5978",Mendoza Inc,0
0.0341340399,0.9658659601,0,0.5,1,APPROVED,Jessica Johnson,36.0,13472.79,1,4.77,8.0,2006-02-14 22:16:21,"PSC 8132, Box 3379 APO AA 45232-2030",Young and Sons,0
0.1109798086,0.8890201914,0,0.5,1,APPROVED,Joshua Tran,49.0,9805.7,0,4.86,9.0,2011-04-29 16:53:13,"7774 Gonzalez Camp Suite 326 Lake Nathan, CA 46393-3674",Harris Group,0
0.0037552862,0.9962447138,0,0.5,1,APPROVED,Lisa Harmon,31.0,11743.24,0,5.3,6.0,2010-06-06 05:12:39,"2190 Fox Mountains North Jennifer, WV 75027-6097",Le LLC,0
0.1069847868,0.8930152132,0,0.5,1,APPROVED,Stephen Jenkins,30.0,12788.37,0,4.31,10.0,2009-08-22 20:21:57,USNV Perry FPO AE 07826-0914,Everett-Taylor,0
0.1293113627,0.8706886373,0,0.5,1,APPROVED,Misty Tate,40.0,5218.49,0,3.8,10.0,2006-11-16 04:13:27,"12915 Jeffrey Canyon Blackshire, AS 18084",Soto PLC,0
0.26500648,0.73499352,0,0.5,1,APPROVED,Isaiah Noble,44.0,10526.18,0,7.67,9.0,2009-09-21 12:50:42,"08820 Foster Via Suite 564 Barkerview, ME 82495-3527",Taylor-Bradley,0
0.2130530592,0.7869469408,0,0.5,1,APPROVED,Jeff Davis,43.0,8583.5,1,4.39,10.0,2014-08-23 03:44:26,"115 Andrews Vista South Kristinchester, SD 82774-5194","Klein, Dalton and Doyle",0
0.024776922,0.975223078,0,0.5,1,APPROVED,Stacey Harding,39.0,11008.0,0,4.42,8.0,2007-12-22 13:07:46,"454 Sara Ways New Brandistad, AL 82361",Robinson-Koch,0
0.1557513337,0.8442486663,0,0.5,1,APPROVED,William Perkins,42.0,9625.89,1,5.84,9.0,2014-02-03 00:37:05,"54740 Jeffrey Place Apt. 914 Amandaland, MI 87447",Mills-Howe,0
0.9111593752,0.0888406248,1,0.5,1,APPROVED,James Contreras,46.0,11119.11,1,3.51,14.0,2008-12-08 09:23:02,"10454 David Greens South Jenniferbury, FM 87283-5336",Taylor-Robbins,0
0.0185873537,0.9814126463,0,0.5,1,APPROVED,Brian Morse,46.0,9982.55,1,4.75,7.0,2009-05-05 04:56:19,"7865 Gutierrez Expressway Suite 948 Tiffanyside, AR 59662-2367",Robinson Inc,0
0.2791227328,0.7208772672,0,0.5,1,APPROVED,Jennifer Hernandez,39.0,11159.46,0,3.95,11.0,2010-08-23 13:43:19,"1526 Jessica Corner Suite 592 Lindsayshire, OH 56989-0550","Howe, Carpenter and Washington",0
0.548555311,0.451444689,1,0.5,1,APPROVED,Heather Figueroa,36.0,12668.26,0,4.54,12.0,2007-06-27 02:09:55,"945 Blankenship Plain Suite 062 East Christopherville, MI 15647-1190",Martin and Sons,0
0.0704907501,0.9295092499,0,0.5,1,APPROVED,Russell Marks,38.0,9087.9,0,2.7,10.0,2015-02-10 10:17:54,"310 Taylor Walks Apt. 649 Lake Shane, MD 23982",Mcknight and Sons,0
0.3495242956,0.6504757044,0,0.5,1,APPROVED,Riley Gill,41.0,9091.21,0,4.55,11.0,2007-10-20 08:11:50,"30353 Amber Extension Apt. 202 Austinberg, VA 89084","Robertson, Young and Mcfarland",0
0.0670068134,0.9329931866,0,0.5,1,APPROVED,Brian Love,44.0,8755.02,1,5.71,8.0,2010-06-15 02:58:42,"43677 Smith Mission Meganview, VA 54055",Quinn and Sons,0
0.0305822821,0.9694177179,0,0.5,1,APPROVED,Lauren Walker,37.0,6362.93,1,6.8,7.0,2007-08-02 02:34:57,"599 Graham Courts North Katherine, WI 92642",Young-Newman,0
0.0082506088,0.9917493912,0,0.5,1,APPROVED,Melanie Bender,48.0,13189.35,0,3.25,7.0,2006-01-18 03:29:38,"007 Shaw Trafficway Patrickstad, PA 29094-0827",Richardson-Keller,0
0.0679564543,0.9320435457,0,0.5,1,APPROVED,Samuel Castillo,47.0,10584.71,0,6.05,8.0,2006-04-14 04:20:32,"63139 Kristin Locks Suite 522 Lambton, WI 60723-5177",Jimenez-Thompson,0
0.0212469841,0.9787530159,0,0.5,1,APPROVED,Ashley Soto,49.0,9853.64,1,6.95,6.0,2012-01-01 21:48:50,"275 Thompson Street Lake Nathan, AS 67338-1025",Brown Inc,0
0.0186555199,0.9813444801,0,0.5,1,APPROVED,Adriana James,36.0,10448.09,0,4.13,8.0,2016-04-09 09:02:14,USNV Ferguson FPO AP 58507,"Doyle, Butler and Coleman",0
0.1188241924,0.8811758076,0,0.5,1,APPROVED,Andrea Salas,42.0,11473.38,1,2.87,10.0,2015-03-19 22:32:48,"308 Graham Corners Valeriehaven, SC 12062",Blackwell PLC,0
0.0232356667,0.9767643333,0,0.5,1,APPROVED,Erik Johnson,39.0,8986.28,0,4.36,8.0,2007-12-12 11:10:13,"6987 Weiss Flats Apt. 770 North Maria, MS 98836-9686",Lewis Group,0
0.0778411713,0.9221588287,0,0.5,1,APPROVED,Christopher Whitehead,33.0,13314.19,0,5.45,9.0,2007-01-10 01:47:23,"323 Farmer Cape Apt. 744 Jonathanfort, NJ 29387-2732",Harvey-Mckay,0
0.1361221475,0.8638778525,0,0.5,1,APPROVED,Casey Mcdaniel,41.0,9918.77,0,4.02,10.0,2016-03-04 04:04:37,Unit 5523 Box 7609 DPO AA 77484-6339,Bishop and Sons,0
0.2358450655,0.7641549345,0,0.5,1,APPROVED,Jeremiah Lee,45.0,12783.21,1,4.47,10.0,2015-12-02 08:14:08,"03538 Gonzalez Forges Hamiltonbury, CA 87284",Snyder PLC,0
0.0719015445,0.9280984555,0,0.5,1,APPROVED,Jennifer Patterson,46.0,7026.18,0,6.3,8.0,2012-01-31 23:08:54,"01546 Jared Key Justinview, OR 04118-6027","Carlson, King and Murray",0
0.0840377273,0.9159622727,0,0.5,1,APPROVED,Lawrence Morton,48.0,9706.88,0,6.45,8.0,2006-08-24 18:32:46,"0434 Douglas Ridge Suite 884 Raychester, DE 82008",Clark LLC,0
0.0625505894,0.9374494106,0,0.5,1,APPROVED,Jeffrey Hunt,42.0,10236.95,1,5.71,8.0,2013-12-11 11:20:57,"479 Samantha Groves Suite 505 Morrowshire, CA 94582-2855",Garcia Group,0
0.1979769261,0.8020230739,0,0.5,1,APPROVED,Gina Richardson,33.0,13157.08,1,5.04,10.0,2006-08-14 09:24:11,"44577 John Keys Robertview, FL 73433-8410",Murphy Inc,0
0.1517753368,0.8482246632,0,0.5,1,APPROVED,Richard Farmer,44.0,8588.46,1,7.77,8.0,2012-05-07 09:58:33,"115 Courtney Springs Suite 396 Jenniferland, IL 43853-4718","Schroeder, Hines and Thompson",0
0.0398729823,0.9601270177,0,0.5,1,APPROVED,Brian White,48.0,7778.73,1,4.18,8.0,2013-01-09 06:06:37,"PSC 1209, Box 3739 APO AE 03896","Martinez, Ochoa and Jennings",0
0.0059857412,0.9940142588,0,0.5,1,APPROVED,Richard Meadows,42.0,10268.0,0,5.33,6.0,2007-09-14 04:40:41,"64425 Brittany Common Joycechester, NE 85166-7648","Thompson, Rojas and Moore",0
0.0088384612,0.9911615388,0,0.5,1,APPROVED,Omar Moore,34.0,9845.35,0,4.82,7.0,2008-12-04 20:34:33,"960 Joseph Landing South Philip, MH 88524-5021",Ortiz-Nixon,0
0.2264508459,0.7735491541,0,0.5,1,APPROVED,Tasha Reed,37.0,11912.13,0,5.67,10.0,2011-02-19 18:04:28,"575 Kara Shores Anthonyburgh, VT 30056",Price Group,0
0.1013961365,0.8986038635,0,0.5,1,APPROVED,Albert Clayton,33.0,12115.91,1,5.5,9.0,2010-08-09 00:14:20,Unit 6274 Box 5329 DPO AA 54598,"Mann, Roberts and Hoffman",0
0.4745490646,0.5254509354,0,0.5,1,APPROVED,John Mejia,35.0,10801.37,1,5.64,11.0,2014-12-04 07:09:16,"1159 Charles Mountain Elainechester, ND 45109",Adams-Crawford,0
0.0247266586,0.9752733414,0,0.5,1,APPROVED,Diane Terry,53.0,13173.82,0,5.26,7.0,2007-10-15 03:45:59,"543 Bell Ranch Apt. 002 Kevinfurt, ID 14051-9447","Walton, Barnes and Simon",0
0.565816905,0.434183095,1,0.5,1,APPROVED,Christina Maldonado,49.0,9940.76,0,5.72,11.0,2006-08-28 11:16:01,"483 Douglas Club Apt. 632 Port Valerie, PW 88649-6413","Moreno, Green and Moreno",0
0.1892223454,0.8107776546,0,0.5,1,APPROVED,Kathryn Malone,46.0,12261.79,1,3.72,10.0,2010-02-17 15:02:40,"52750 Roberts Via Stephenstad, ME 82199-5372",Stewart-Nichols,0
0.3326552212,0.6673447788,0,0.5,1,APPROVED,Cynthia Burns,47.0,12987.28,0,5.86,10.0,2007-08-30 07:15:35,USCGC Gould FPO AP 18053-9165,"Perez, Miller and Mcdowell",0
0.0304298908,0.9695701092,0,0.5,1,APPROVED,Christina Reed,51.0,4523.91,0,3.98,8.0,2013-03-06 01:02:20,"53000 Mary Bypass New Markbury, IL 60012-4197",Atkins Group,0
0.0265609635,0.9734390365,0,0.5,1,APPROVED,Brittney Stokes,41.0,6172.23,0,4.28,8.0,2013-11-11 04:06:44,"1045 Kimberly Avenue South John, AR 19601",Hood-Webb,0
0.6167639168,0.3832360832,1,0.5,1,APPROVED,Mary Griffin,49.0,6283.67,0,6.35,11.0,2007-01-07 04:15:59,"91062 Michelle Underpass Lloydmouth, ND 88737",Mathews-Clark,0
0.0092455092,0.9907544908,0,0.5,1,APPROVED,Carla Wolfe,48.0,7232.06,1,4.9,6.0,2009-11-21 12:47:28,"67507 Brittany Prairie Apt. 279 Solisborough, VA 81388-7017",Ross Group,0
0.0444906182,0.9555093818,0,0.5,1,APPROVED,Emily Little,35.0,6683.82,1,7.82,7.0,2015-05-06 23:55:35,"1779 Jessica Glen West Tylerport, VT 62988-2923",Moore PLC,0
0.0005134107,0.9994865893,0,0.5,1,APPROVED,Jason Santana,39.0,9408.96,1,3.83,4.0,2011-09-30 06:15:01,"8072 Kathy Harbors Apt. 845 Normanburgh, MA 46572-1532",Gonzalez LLC,0
0.0131915424,0.9868084576,0,0.5,1,APPROVED,Willie Proctor,47.0,8291.93,0,4.47,7.0,2012-04-28 20:15:34,"62726 Tracey Passage Apt. 685 South Brittany, RI 28461",Schmidt Group,0
0.0519699786,0.9480300214,0,0.5,1,APPROVED,Todd Harris,41.0,10017.82,0,6.0,8.0,2012-09-10 22:22:18,"28501 Shawn Village Apt. 894 New Jasonhaven, WY 35010-3731","Henry, Warren and Lyons",0
0.0432524532,0.9567475468,0,0.5,1,APPROVED,Kimberly Nichols,38.0,7320.49,0,1.58,10.0,2008-01-16 23:56:07,"4920 Byrd Ford Danielbury, VI 04457",King-Rodriguez,0
0.0166578028,0.9833421972,0,0.5,1,APPROVED,Derek Russell,43.0,8817.29,0,3.19,8.0,2010-05-28 12:49:08,"2445 Jean Row Vasquezbury, RI 25867-8317",Hartman-Smith,0
0.3647496736,0.6352503264,0,0.5,1,APPROVED,Robert Huff,36.0,8948.86,0,7.37,10.0,2010-12-05 10:46:23,"36802 Wallace Parkways Jacquelineland, IL 81451","Carlson, Guerra and Daniel",0
0.4897497454,0.5102502546,0,0.5,1,APPROVED,Kelly Terry,45.0,3689.95,1,5.01,11.0,2014-10-09 10:05:06,"3798 Johnson Gardens Hughesside, PR 65467","Ellis, Johnston and Sullivan",0
0.0920285644,0.9079714356,0,0.5,1,APPROVED,Francisco Martinez,52.0,8185.22,1,5.76,8.0,2016-10-12 21:52:56,"842 Hebert Wells Suite 823 North Tina, WI 75284-1996","Washington, Watson and Jarvis",0
0.0335567588,0.9664432412,0,0.5,1,APPROVED,Jason Garcia,43.0,9347.89,1,4.17,8.0,2009-01-19 11:50:29,"751 Robert Lock Suite 515 Smithmouth, KS 83199-2220",Reid and Sons,0
0.0449887453,0.9550112547,0,0.5,1,APPROVED,Daniel Johnson,42.0,12888.85,1,4.79,8.0,2010-03-30 04:37:57,"01614 Parker Garden New Patricia, SD 99014",Turner and Sons,0
0.0302707544,0.9697292456,0,0.5,1,APPROVED,Gregory Blake,41.0,5387.41,1,4.17,8.0,2013-03-26 16:02:49,"25024 Rasmussen Haven Port Brendantown, UT 25626-9953","Brooks, Sutton and Castro",0
0.3459878385,0.6540121615,0,0.5,1,APPROVED,Richard Odonnell,38.0,7605.49,0,6.99,10.0,2014-03-13 19:27:04,"0297 Mendoza Motorway Lisastad, IN 31184-3807","Lewis, West and Snyder",0
0.0833094966,0.9166905034,0,0.5,1,APPROVED,Monica Espinoza,45.0,8480.93,0,4.57,9.0,2009-06-26 10:22:40,"602 Jennifer Brook Suite 753 North Alison, NJ 24477","Pratt, Carter and Lopez",0
0.022407351,0.977592649,0,0.5,1,APPROVED,David Hansen,29.0,11274.46,1,4.43,8.0,2014-03-31 07:43:29,"742 Ortiz Street Apt. 568 Robertland, AS 94732-7050","Crawford, Scott and Smith",0
0.0520484079,0.9479515921,0,0.5,1,APPROVED,Elizabeth Chandler,43.0,13116.73,0,3.57,9.0,2006-04-15 03:59:33,USNS Garcia FPO AA 23264-4875,Morris Inc,0
0.0582894133,0.9417105867,0,0.5,1,APPROVED,Michael White,32.0,7896.65,0,7.12,8.0,2015-10-17 17:47:44,"48465 Susan Summit Suite 561 Hawkinston, WY 60818",Hawkins-Mckay,0
0.006895781,0.993104219,0,0.5,1,APPROVED,William Pacheco,36.0,12086.92,1,5.52,6.0,2008-03-11 20:48:20,"PSC 6149, Box 2267 APO AA 69767-2977",Wilkerson-Miller,0
0.007118046,0.992881954,0,0.5,1,APPROVED,Dr. Brandon Adams,42.0,10500.77,0,5.68,6.0,2013-06-22 06:20:23,"93971 Jacob Flats Port Shannonton, IN 95823-2039",Friedman-Carroll,0
0.0438822556,0.9561177444,0,0.5,1,APPROVED,William Burns,38.0,7673.0,1,7.42,7.0,2006-02-25 19:40:22,"432 Allen Station North Rebecca, MA 78424-2850","Santos, Hughes and Miller",0
0.2775136882,0.7224863118,0,0.5,1,APPROVED,Jack Ortega,42.0,14242.7,0,5.79,10.0,2009-06-09 07:44:13,"49625 Joseph Mountain West Brandon, AL 19037-8797",Anderson-Evans,0
0.0129004278,0.9870995722,0,0.5,1,APPROVED,Jonathan Cooley,40.0,6590.63,1,4.52,7.0,2012-03-12 14:56:55,"3012 Kimberly Lights West Teresa, CA 83239",Larsen-Johnson,0
0.010239366,0.989760634,0,0.5,1,APPROVED,Erin Norris,37.0,15070.32,0,6.91,6.0,2016-01-02 16:43:22,"081 Randy Crest Apt. 821 South James, LA 27688-1775",Garcia LLC,0
0.0306108882,0.9693891118,0,0.5,1,APPROVED,Michael Grant,37.0,13717.41,1,6.5,7.0,2014-03-31 08:16:48,"2978 Luke Cape Tracyfort, NJ 87595-8510","Flores, Davis and Duncan",0
0.2661203579,0.7338796421,0,0.5,1,APPROVED,Connor Knapp,41.0,9219.95,1,5.21,10.0,2015-09-21 16:18:10,"7805 Kerri Route Marystad, UT 08020","Smith, Simpson and Wolf",0
0.0260681157,0.9739318843,0,0.5,1,APPROVED,Megan Jenkins,65.0,10430.5,0,6.5,6.0,2013-03-10 14:36:47,"3462 Teresa Falls Apt. 035 Charlesview, MS 09689-7606",Bates-Ramos,0
0.0857806235,0.9142193765,0,0.5,1,APPROVED,Sarah Hall,45.0,5200.06,1,6.33,8.0,2014-05-05 13:36:19,"3930 Baker Square North Michaelside, PR 98680",Sanchez-Brown,0
0.0655612157,0.9344387843,0,0.5,1,APPROVED,Tony Schneider,43.0,11197.42,1,3.48,9.0,2009-04-30 13:55:51,"329 Pierce Place Apt. 176 North Tammybury, WV 17594",Harper-Noble,0
0.0400344222,0.9599655778,0,0.5,1,APPROVED,Karen Peterson,45.0,13650.64,0,4.96,8.0,2010-04-05 02:15:49,"1721 Diana Canyon Suite 811 Dukemouth, NC 04129-3149","Moore, Donaldson and Stevens",0
0.0977380354,0.9022619646,0,0.5,1,APPROVED,Tiffany Case,42.0,7351.72,0,5.26,9.0,2015-09-26 01:05:29,"0792 Denise Lodge Apt. 903 Jenniferchester, HI 96154-9657",Clark Inc,0
0.1426275599,0.8573724401,0,0.5,1,APPROVED,Mary Sanchez,33.0,10306.21,1,6.36,9.0,2011-12-20 17:01:00,"073 Joseph Knolls Apt. 112 West Mary, NV 59877","Smith, Wright and Price",0
0.0575237125,0.9424762875,0,0.5,1,APPROVED,David Moran,37.0,10147.22,0,6.63,8.0,2014-07-02 06:46:25,"278 Barbara Divide Suite 780 North Elizabeth, SC 44587-8722","Harris, Mcdonald and Johnson",0
0.1119748262,0.8880251738,0,0.5,1,APPROVED,David Lopez,48.0,10528.71,0,5.0,9.0,2007-09-17 05:36:30,"1630 Robert Points Apt. 793 East Jonathonberg, NH 78592-4122",Good Inc,0
0.0064813204,0.9935186796,0,0.5,1,APPROVED,Cynthia Nguyen,41.0,10054.6,1,4.93,6.0,2015-04-28 16:20:32,"PSC 5666, Box 1288 APO AE 26505",Sullivan-Weaver,0
